timestamp,state,attacks,duration_sec
2026-07-22T14:21:49.740684,normal_only,[],35
2026-07-22T14:22:24.824113,normal_only,[],112
2026-07-22T14:24:16.908783,normal_only,[],53
2026-07-22T14:25:09.959854,normal_only,[],119
2026-07-22T14:27:08.970808,single_attack,['http_flood'],62
2026-07-22T14:28:10.972888,normal_only,[],118
2026-07-22T14:30:09.007754,normal_only,[],81
2026-07-22T14:31:30.081285,normal_only,[],50
2026-07-22T14:32:20.103206,single_attack,['attack_other'],38
2026-07-22T14:32:58.185901,normal_only,[],35
2026-07-22T14:33:33.218144,single_attack,['http_flood'],114
2026-07-22T14:35:27.279168,double_attack,"['slow_rate', 'attack_other']",63
2026-07-22T14:36:30.376149,normal_only,[],31
2026-07-22T14:37:01.453366,normal_only,[],86
2026-07-22T14:38:27.459567,single_attack,['attack_other'],32
2026-07-22T14:38:59.510711,normal_only,[],45
2026-07-22T14:39:44.561090,normal_only,[],81
2026-07-22T14:41:05.620810,normal_only,[],64
2026-07-22T14:42:09.684124,normal_only,[],116
2026-07-22T14:44:05.747710,double_attack,"['syn_flood', 'udp_flood']",51
2026-07-22T14:44:56.765016,normal_only,[],86
2026-07-22T14:46:22.857766,single_attack,['attack_other'],38
2026-07-22T14:47:00.914860,normal_only,[],72
2026-07-22T14:48:13.018098,normal_only,[],105
2026-07-22T14:49:58.024293,normal_only,[],105
2026-07-22T14:51:43.120818,normal_only,[],113
2026-07-22T14:53:36.178524,normal_only,[],47
2026-07-22T14:54:23.241127,normal_only,[],46
2026-07-22T14:55:09.318690,normal_only,[],86
2026-07-22T14:56:35.331254,single_attack,['http_flood'],44
2026-07-22T14:57:19.379188,normal_only,[],51
2026-07-22T14:58:10.425023,normal_only,[],98
2026-07-22T14:59:48.509969,normal_only,[],55
2026-07-22T15:00:43.567362,normal_only,[],110
2026-07-22T15:02:33.617514,single_attack,['attack_other'],107
2026-07-22T15:04:20.688297,normal_only,[],47
2026-07-22T15:05:07.761115,normal_only,[],44
2026-07-22T15:05:51.867518,single_attack,['slow_rate'],115
2026-07-22T15:07:46.918399,normal_only,[],46
2026-07-22T15:08:32.976619,normal_only,[],108
2026-07-22T15:10:21.085397,normal_only,[],66
2026-07-22T15:11:27.181084,single_attack,['syn_flood'],73
2026-07-22T15:12:40.188701,single_attack,['attack_other'],116
2026-07-22T15:14:36.279984,normal_only,[],63
2026-07-22T15:15:39.386164,normal_only,[],90
2026-07-22T15:17:09.434957,double_attack,"['http_flood', 'slow_rate']",118
2026-07-22T15:19:07.499810,normal_only,[],32
2026-07-22T15:19:39.507261,normal_only,[],90
2026-07-22T15:21:09.570354,normal_only,[],48
2026-07-22T15:21:57.626682,normal_only,[],75
2026-07-22T15:23:12.697892,normal_only,[],87
2026-07-22T15:24:39.797879,normal_only,[],101
2026-07-22T15:26:20.870946,normal_only,[],109
2026-07-22T15:28:09.966180,normal_only,[],46
2026-07-22T15:28:56.046993,normal_only,[],37
2026-07-22T15:29:33.105624,normal_only,[],90
2026-07-22T15:31:03.128755,normal_only,[],116
2026-07-22T15:32:59.156362,normal_only,[],83
2026-07-22T15:34:22.181130,normal_only,[],102
2026-07-22T15:36:04.227860,normal_only,[],58
2026-07-22T15:37:02.308048,double_attack,"['slow_rate', 'syn_flood']",40
2026-07-22T15:37:42.400216,normal_only,[],109
2026-07-22T15:39:31.505514,single_attack,['slow_rate'],48
2026-07-22T15:40:19.549169,normal_only,[],102
2026-07-22T15:42:01.625374,burst_attack,"['slow_rate', 'attack_other', 'syn_flood']",91
2026-07-22T15:43:32.625843,normal_only,[],116
2026-07-22T15:45:28.698330,normal_only,[],63
2026-07-22T15:46:31.734057,normal_only,[],82
2026-07-22T15:47:53.820887,normal_only,[],80
2026-07-22T15:49:13.894841,normal_only,[],114
2026-07-22T15:51:07.995361,single_attack,['slow_rate'],50
2026-07-22T15:51:58.020635,single_attack,['udp_flood'],120
2026-07-22T15:53:58.126579,normal_only,[],102
2026-07-22T15:55:40.236612,normal_only,[],44
2026-07-22T15:56:24.249397,normal_only,[],52
2026-07-22T15:57:16.300640,normal_only,[],52
2026-07-22T15:58:08.345639,normal_only,[],63
2026-07-22T15:59:11.396231,single_attack,['slow_rate'],65
2026-07-22T16:00:16.498399,normal_only,[],81
2026-07-22T16:01:37.599288,single_attack,['attack_other'],101
2026-07-22T16:03:18.610247,normal_only,[],58
2026-07-22T16:04:16.703197,single_attack,['syn_flood'],51
2026-07-22T16:05:07.776808,single_attack,['udp_flood'],77
2026-07-22T16:06:24.796164,normal_only,[],73
2026-07-22T16:07:37.851525,normal_only,[],67
2026-07-22T16:08:44.864638,normal_only,[],82
2026-07-22T16:10:06.941834,normal_only,[],71
2026-07-22T16:11:18.023552,double_attack,"['udp_flood', 'syn_flood']",112
2026-07-22T16:13:10.056191,single_attack,['attack_other'],58
2026-07-22T16:14:08.123431,single_attack,['attack_other'],97
2026-07-22T16:15:45.130647,normal_only,[],50
2026-07-22T16:16:35.196336,normal_only,[],96
2026-07-22T16:18:11.227982,single_attack,['http_flood'],113
2026-07-22T16:20:04.260836,normal_only,[],47
2026-07-22T16:20:51.358125,normal_only,[],49
2026-07-22T16:21:40.433484,normal_only,[],95
2026-07-22T16:23:15.496710,normal_only,[],120
2026-07-22T16:25:15.535746,normal_only,[],87
2026-07-22T16:26:42.566740,single_attack,['http_flood'],74
2026-07-22T16:27:56.636703,single_attack,['udp_flood'],104
2026-07-22T16:29:40.698838,single_attack,['udp_flood'],42
2026-07-22T16:30:22.722804,normal_only,[],73
2026-07-22T16:31:35.768743,normal_only,[],105
2026-07-22T16:33:20.853164,normal_only,[],38
2026-07-22T16:33:58.928786,normal_only,[],60
2026-07-22T16:34:59.008638,normal_only,[],48
2026-07-22T16:35:47.091764,normal_only,[],56
2026-07-22T16:36:43.097181,normal_only,[],100
2026-07-22T16:38:23.110038,normal_only,[],92
2026-07-22T16:39:55.201679,double_attack,"['http_flood', 'udp_flood']",119
2026-07-22T16:41:54.215093,normal_only,[],41
2026-07-22T16:42:35.247517,normal_only,[],109
2026-07-22T16:44:24.280778,normal_only,[],110
2026-07-22T16:46:14.318043,normal_only,[],119
2026-07-22T16:48:13.368708,normal_only,[],46
2026-07-22T16:48:59.459065,single_attack,['udp_flood'],91
2026-07-22T16:50:30.521257,normal_only,[],74
2026-07-22T16:51:44.572410,double_attack,"['http_flood', 'udp_flood']",82
2026-07-22T16:53:06.681982,normal_only,[],53
2026-07-22T16:53:59.718928,normal_only,[],115
2026-07-22T16:55:54.746940,normal_only,[],59
2026-07-22T16:56:53.827871,normal_only,[],71
2026-07-22T16:58:04.910667,normal_only,[],100
2026-07-22T16:59:44.935039,normal_only,[],106
2026-07-22T17:01:31.004645,normal_only,[],62
2026-07-22T17:02:33.067005,single_attack,['syn_flood'],73
2026-07-22T17:03:46.162511,normal_only,[],118
2026-07-22T17:05:44.226347,normal_only,[],87
2026-07-22T17:07:11.259283,normal_only,[],62
2026-07-22T17:08:13.307795,single_attack,['slow_rate'],105
2026-07-22T17:09:58.338957,normal_only,[],35
2026-07-22T17:10:33.442434,single_attack,['attack_other'],104
2026-07-22T17:12:17.463960,normal_only,[],83
2026-07-22T17:13:40.537741,normal_only,[],59
2026-07-22T17:14:39.617783,normal_only,[],118
2026-07-22T17:16:37.670609,normal_only,[],43
2026-07-22T17:17:20.692915,normal_only,[],78
2026-07-22T17:18:38.705936,normal_only,[],69
2026-07-22T17:19:47.807754,normal_only,[],57
2026-07-22T17:20:44.915116,normal_only,[],56
2026-07-22T17:21:40.924758,single_attack,['http_flood'],81
2026-07-22T17:23:02.015590,normal_only,[],48
2026-07-22T17:23:50.098737,single_attack,['udp_flood'],31
2026-07-22T17:24:21.171304,normal_only,[],88
2026-07-22T17:25:49.201716,normal_only,[],56
2026-07-22T17:26:45.301699,normal_only,[],104
2026-07-22T17:28:29.393090,normal_only,[],81
2026-07-22T17:29:50.484770,normal_only,[],111
2026-07-22T17:31:41.497643,normal_only,[],113
2026-07-22T17:33:34.505888,double_attack,"['http_flood', 'udp_flood']",44
2026-07-22T17:34:18.601920,normal_only,[],104
2026-07-22T17:36:02.623750,normal_only,[],88
2026-07-22T17:37:30.637170,normal_only,[],60
2026-07-22T17:38:30.691221,normal_only,[],105
2026-07-22T17:40:15.789227,normal_only,[],98
2026-07-22T17:41:53.855416,normal_only,[],61
2026-07-22T17:42:54.952798,single_attack,['attack_other'],32
2026-07-22T17:43:26.971757,normal_only,[],68
2026-07-22T17:44:34.974801,single_attack,['syn_flood'],118
2026-07-22T17:46:32.987394,normal_only,[],76
2026-07-22T17:47:49.034841,single_attack,['slow_rate'],78
2026-07-22T17:49:07.038504,single_attack,['syn_flood'],54
2026-07-22T17:50:01.076852,double_attack,"['slow_rate', 'attack_other']",46
2026-07-22T17:50:47.158512,normal_only,[],110
2026-07-22T17:52:37.191581,normal_only,[],49
2026-07-22T17:53:26.209055,double_attack,"['http_flood', 'slow_rate']",118
2026-07-22T17:55:24.304490,single_attack,['attack_other'],61
2026-07-22T17:56:25.362520,normal_only,[],48
2026-07-22T17:57:13.437573,single_attack,['udp_flood'],37
2026-07-22T17:57:50.534904,double_attack,"['slow_rate', 'attack_other']",85
2026-07-22T17:59:15.598888,normal_only,[],43
2026-07-22T17:59:58.706108,normal_only,[],51
2026-07-22T18:00:49.719643,single_attack,['syn_flood'],46
2026-07-22T18:01:35.783837,normal_only,[],69
2026-07-22T18:02:44.795943,normal_only,[],103
2026-07-22T18:04:27.895235,normal_only,[],87
2026-07-22T18:05:54.950694,single_attack,['slow_rate'],89
2026-07-22T18:07:24.058130,burst_attack,"['attack_other', 'syn_flood', 'slow_rate', 'udp_flood']",70
2026-07-22T18:08:34.135250,normal_only,[],53
2026-07-22T18:09:27.233185,normal_only,[],86
2026-07-22T18:10:53.299692,normal_only,[],75
2026-07-22T18:12:08.394853,normal_only,[],86
2026-07-22T18:13:34.483095,single_attack,['udp_flood'],119
2026-07-22T18:15:33.574026,normal_only,[],36
2026-07-22T18:16:09.579891,normal_only,[],46
2026-07-22T18:16:55.626020,single_attack,['udp_flood'],113
2026-07-22T18:18:48.691212,normal_only,[],32
2026-07-22T18:19:20.705071,normal_only,[],31
2026-07-22T18:19:51.796251,normal_only,[],62
2026-07-22T18:20:53.803634,normal_only,[],106
2026-07-22T18:22:39.875542,single_attack,['http_flood'],120
2026-07-22T18:24:39.963033,normal_only,[],105
2026-07-22T18:26:25.032373,double_attack,"['syn_flood', 'http_flood']",66
2026-07-22T18:27:31.142185,single_attack,['syn_flood'],98
2026-07-22T18:29:09.155496,normal_only,[],64
2026-07-22T18:30:13.231671,single_attack,['syn_flood'],36
2026-07-22T18:30:49.282100,single_attack,['udp_flood'],70
2026-07-22T18:31:59.324829,normal_only,[],32
2026-07-22T18:32:31.426397,normal_only,[],73
2026-07-22T18:33:44.512017,normal_only,[],85
2026-07-22T18:35:09.616671,normal_only,[],90
2026-07-22T18:36:39.653499,normal_only,[],65
2026-07-22T18:37:44.725271,normal_only,[],80
2026-07-22T18:39:04.773852,normal_only,[],84
2026-07-22T18:40:28.846551,normal_only,[],106
2026-07-22T18:42:14.912065,double_attack,"['slow_rate', 'http_flood']",104
2026-07-22T18:43:59.008556,single_attack,['syn_flood'],50
2026-07-22T18:44:49.053458,normal_only,[],76
2026-07-22T18:46:05.153199,normal_only,[],105
2026-07-22T18:47:50.183412,normal_only,[],116
2026-07-22T18:49:46.239843,single_attack,['slow_rate'],109
2026-07-22T18:51:35.285973,normal_only,[],67
2026-07-22T18:52:42.306703,normal_only,[],106
2026-07-22T18:54:28.347195,single_attack,['syn_flood'],76
2026-07-22T18:55:44.359779,single_attack,['udp_flood'],51
2026-07-22T18:56:35.465687,single_attack,['attack_other'],117
2026-07-22T18:58:32.556942,single_attack,['syn_flood'],33
2026-07-22T18:59:05.562228,double_attack,"['http_flood', 'syn_flood']",107
2026-07-22T19:00:52.665213,normal_only,[],62
2026-07-22T19:01:54.670223,normal_only,[],117
2026-07-22T19:03:51.738553,normal_only,[],69
2026-07-22T19:05:00.783838,double_attack,"['slow_rate', 'udp_flood']",77
2026-07-22T19:06:17.905190,normal_only,[],109
2026-07-22T19:08:06.968784,normal_only,[],61
2026-07-22T19:09:08.056524,single_attack,['http_flood'],117
2026-07-22T19:11:05.144325,single_attack,['syn_flood'],86
2026-07-22T19:12:31.248968,normal_only,[],51
2026-07-22T19:13:22.265623,normal_only,[],105
2026-07-22T19:15:07.300477,normal_only,[],35
2026-07-22T19:15:42.371147,normal_only,[],48
2026-07-22T19:16:30.471882,single_attack,['http_flood'],100
2026-07-22T19:18:10.545564,normal_only,[],33
2026-07-22T19:18:43.641670,normal_only,[],82
2026-07-22T19:20:05.739819,single_attack,['http_flood'],58
2026-07-22T19:21:03.745035,normal_only,[],78
2026-07-22T19:22:21.784719,single_attack,['udp_flood'],102
2026-07-22T19:24:03.873810,normal_only,[],42
2026-07-22T19:24:45.956261,normal_only,[],58
2026-07-22T19:25:44.019847,normal_only,[],97
2026-07-22T19:27:21.026815,normal_only,[],47
2026-07-22T19:28:08.077197,normal_only,[],35
2026-07-22T19:28:43.164940,single_attack,['attack_other'],81
2026-07-22T19:30:04.217593,normal_only,[],118
2026-07-22T19:32:02.223872,single_attack,['slow_rate'],72
