timestamp,state,attacks,duration_sec
2026-07-01T16:02:36.610399,normal_only,[],105
2026-07-01T16:04:21.704858,normal_only,[],45
2026-07-01T16:05:06.751382,normal_only,[],52
2026-07-01T16:05:58.779925,burst_attack,"['syn_flood', 'udp_flood', 'attack_other']",108
2026-07-01T16:07:46.786842,normal_only,[],38
2026-07-01T16:08:24.793629,normal_only,[],46
2026-07-01T16:09:10.794386,normal_only,[],88
2026-07-01T16:10:38.848550,single_attack,['syn_flood'],76
2026-07-01T16:11:54.854656,normal_only,[],91
2026-07-01T16:13:25.930401,normal_only,[],51
2026-07-01T16:14:16.956709,normal_only,[],38
2026-07-01T16:14:55.004723,normal_only,[],120
2026-07-01T16:16:55.072638,normal_only,[],88
2026-07-01T16:18:23.095285,normal_only,[],82
2026-07-01T16:19:45.127496,normal_only,[],65
2026-07-01T16:20:50.150158,single_attack,['slow_rate'],84
2026-07-01T16:22:14.199711,normal_only,[],86
2026-07-01T16:23:40.234229,normal_only,[],77
2026-07-01T16:24:57.323151,double_attack,"['attack_other', 'syn_flood']",103
2026-07-01T16:26:40.384451,normal_only,[],117
2026-07-01T16:28:37.422459,normal_only,[],117
2026-07-01T16:30:34.513382,single_attack,['attack_other'],84
2026-07-01T16:31:58.544643,normal_only,[],77
2026-07-01T16:33:15.561111,normal_only,[],92
2026-07-01T16:34:47.611842,double_attack,"['http_flood', 'syn_flood']",99
2026-07-01T16:36:26.641634,normal_only,[],37
2026-07-01T16:37:03.658828,normal_only,[],112
2026-07-01T16:38:55.760391,normal_only,[],56
2026-07-01T16:39:51.784614,normal_only,[],46
2026-07-01T16:40:37.852966,normal_only,[],78
2026-07-01T16:41:55.864289,double_attack,"['http_flood', 'attack_other']",120
2026-07-01T16:43:55.954269,normal_only,[],91
2026-07-01T16:45:27.027075,single_attack,['attack_other'],58
2026-07-01T16:46:25.069072,normal_only,[],100
2026-07-01T16:48:05.109452,normal_only,[],60
2026-07-01T16:49:05.195212,single_attack,['slow_rate'],95
2026-07-01T16:50:40.246642,normal_only,[],102
2026-07-01T16:52:22.256071,normal_only,[],90
2026-07-01T16:53:52.313320,single_attack,['attack_other'],35
2026-07-01T16:54:27.364151,normal_only,[],115
2026-07-01T16:56:22.462941,normal_only,[],96
2026-07-01T16:57:58.467287,normal_only,[],106
2026-07-01T16:59:44.545333,double_attack,"['udp_flood', 'http_flood']",78
2026-07-01T17:01:02.585761,single_attack,['syn_flood'],46
2026-07-01T17:01:48.628744,normal_only,[],38
2026-07-01T17:02:26.695727,normal_only,[],103
2026-07-01T17:04:09.763471,normal_only,[],102
2026-07-01T17:05:51.826860,normal_only,[],60
2026-07-01T17:06:51.832046,normal_only,[],45
2026-07-01T17:07:36.861283,normal_only,[],102
2026-07-01T17:09:18.873163,normal_only,[],74
2026-07-01T17:10:32.910070,double_attack,"['udp_flood', 'syn_flood']",51
2026-07-01T17:11:23.931075,normal_only,[],69
2026-07-01T17:12:32.996128,normal_only,[],98
2026-07-01T17:14:11.045137,normal_only,[],90
2026-07-01T17:15:41.142648,single_attack,['slow_rate'],97
2026-07-01T17:17:18.225330,normal_only,[],58
2026-07-01T17:18:16.326354,normal_only,[],72
2026-07-01T17:19:28.419981,single_attack,['udp_flood'],102
2026-07-01T17:21:10.525489,normal_only,[],64
2026-07-01T17:22:14.590980,normal_only,[],85
2026-07-01T17:23:39.621801,single_attack,['slow_rate'],77
2026-07-01T17:24:56.683390,normal_only,[],70
2026-07-01T17:26:06.717021,burst_attack,"['http_flood', 'syn_flood', 'slow_rate', 'attack_other']",94
2026-07-01T17:27:40.777121,normal_only,[],32
2026-07-01T17:28:12.883188,single_attack,['udp_flood'],77
2026-07-01T17:29:29.921106,double_attack,"['attack_other', 'http_flood']",96
2026-07-01T17:31:05.936085,single_attack,['http_flood'],82
2026-07-01T17:32:27.972465,normal_only,[],110
2026-07-01T17:34:18.053270,normal_only,[],100
2026-07-01T17:35:58.125634,normal_only,[],66
2026-07-01T17:37:04.198049,normal_only,[],113
2026-07-01T17:38:57.259370,normal_only,[],33
2026-07-01T17:39:30.261320,single_attack,['http_flood'],118
2026-07-01T17:41:28.268696,single_attack,['http_flood'],113
2026-07-01T17:43:21.368354,normal_only,[],120
