timestamp,state,attacks,duration_sec
2026-08-01T14:55:45.904909,normal_only,[],53
2026-08-01T14:56:38.991486,single_attack,['attack_other'],108
2026-08-01T14:58:27.060466,normal_only,[],97
2026-08-01T15:00:04.103911,normal_only,[],36
2026-08-01T15:00:40.159241,normal_only,[],55
2026-08-01T15:01:35.209181,normal_only,[],93
2026-08-01T15:03:08.278311,normal_only,[],92
2026-08-01T15:04:40.310698,normal_only,[],35
2026-08-01T15:05:15.325846,normal_only,[],103
2026-08-01T15:06:58.425670,normal_only,[],38
2026-08-01T15:07:36.492357,normal_only,[],31
2026-08-01T15:08:07.588492,normal_only,[],79
2026-08-01T15:09:26.646383,normal_only,[],92
2026-08-01T15:10:58.656397,normal_only,[],78
2026-08-01T15:12:16.761323,normal_only,[],111
2026-08-01T15:14:07.843198,single_attack,['syn_flood'],116
2026-08-01T15:16:03.912173,single_attack,['attack_other'],62
2026-08-01T15:17:05.976190,normal_only,[],74
2026-08-01T15:18:20.065426,normal_only,[],50
2026-08-01T15:19:10.145963,normal_only,[],73
2026-08-01T15:20:23.240405,single_attack,['slow_rate'],89
2026-08-01T15:21:52.298672,normal_only,[],32
2026-08-01T15:22:24.355824,double_attack,"['udp_flood', 'slow_rate']",55
2026-08-01T15:23:19.362433,normal_only,[],41
2026-08-01T15:24:00.428186,normal_only,[],65
2026-08-01T15:25:05.460494,double_attack,"['http_flood', 'attack_other']",45
2026-08-01T15:25:50.496827,double_attack,"['udp_flood', 'http_flood']",88
2026-08-01T15:27:18.506136,normal_only,[],42
2026-08-01T15:28:00.529095,normal_only,[],80
2026-08-01T15:29:20.605968,single_attack,['http_flood'],64
2026-08-01T15:30:24.666722,normal_only,[],49
2026-08-01T15:31:13.686486,normal_only,[],37
2026-08-01T15:31:50.766659,normal_only,[],99
2026-08-01T15:33:29.804674,normal_only,[],113
2026-08-01T15:35:22.877079,normal_only,[],71
2026-08-01T15:36:33.979144,single_attack,['attack_other'],62
2026-08-01T15:37:36.006573,normal_only,[],114
